TrueDistance,PredictedDistance,RSSI,Class
1.80,1.99,-56.96,Near
1.80,1.93,-56.64,Near
1.80,1.88,-56.34,Near
1.80,1.94,-56.68,Near
1.80,1.96,-56.82,Near
1.80,2.01,-57.10,Near
1.80,2.07,-57.42,Near
1.80,2.09,-57.52,Near
1.80,2.03,-57.18,Near
1.80,2.08,-57.45,Near
1.80,2.10,-57.55,Near
1.80,2.11,-57.65,Near
1.80,1.12,-50.62,Near
1.80,1.95,-56.76,Near
1.80,2.14,-57.78,Near
1.80,1.77,-55.67,Near
1.80,1.52,-53.98,Near
1.80,3.38,-62.81,Far
1.80,3.00,-61.52,Far
1.80,2.10,-57.57,Near
1.80,2.16,-57.91,Near
1.80,1.82,-55.98,Near
1.80,2.05,-57.30,Near
1.80,2.12,-57.68,Near
1.80,2.18,-57.98,Near
1.80,1.99,-56.96,Near
1.80,2.12,-57.68,Near
1.80,2.16,-57.90,Near
1.80,2.02,-57.12,Near
1.80,1.91,-56.54,Near
1.80,2.01,-57.11,Near
1.80,2.05,-57.32,Near
1.80,1.95,-56.74,Near
1.80,2.04,-57.23,Near
1.80,2.12,-57.66,Near
1.80,2.14,-57.80,Near
1.80,2.06,-57.34,Near
1.80,2.13,-57.72,Near
1.80,2.15,-57.85,Near
1.80,2.06,-57.37,Near
1.80,2.14,-57.77,Near
1.80,2.17,-57.94,Near
1.80,2.19,-58.05,Near
1.80,1.12,-50.64,Near
1.80,2.04,-57.23,Near
1.80,2.20,-58.10,Far
1.80,1.81,-55.91,Near
1.80,2.08,-57.49,Near
1.80,2.16,-57.90,Near
1.80,1.93,-56.63,Near
1.80,2.10,-57.56,Near
1.80,2.15,-57.84,Near
1.80,2.28,-58.47,Far
1.80,2.31,-58.62,Far
1.80,2.33,-58.74,Far
1.90,1.22,-51.59,Near
1.90,1.23,-51.65,Near
1.90,1.22,-51.54,Near
1.90,1.22,-51.56,Near
1.90,1.22,-51.62,Near
1.90,1.21,-51.52,Near
1.90,1.21,-51.45,Near
1.90,1.21,-51.48,Near
1.90,1.20,-51.42,Near
1.90,1.20,-51.44,Near
1.90,1.21,-51.46,Near
1.90,1.21,-51.48,Near
1.90,1.20,-51.39,Near
1.90,1.21,-51.45,Near
1.90,1.19,-51.35,Near
1.90,1.20,-51.38,Near
1.90,1.20,-51.40,Near
1.90,1.19,-51.35,Near
1.90,1.19,-51.29,Near
1.90,1.19,-51.32,Near
1.90,1.19,-51.35,Near
1.90,1.18,-51.25,Near
1.90,1.19,-51.28,Near
1.90,1.19,-51.31,Near
1.90,1.20,-51.38,Near
1.90,1.20,-51.36,Near
1.90,1.20,-51.39,Near
1.90,1.20,-51.41,Near
1.90,1.21,-51.48,Near
1.90,1.20,-51.38,Near
1.90,1.20,-51.36,Near
1.90,1.20,-51.43,Near
1.90,1.20,-51.37,Near
1.90,1.20,-51.44,Near
1.90,1.19,-51.34,Near
1.90,1.20,-51.37,Near
1.90,1.20,-51.39,Near
1.90,1.20,-51.42,Near
1.90,1.20,-51.36,Near
1.90,1.20,-51.38,Near
1.90,1.20,-51.41,Near
1.90,1.20,-51.43,Near
1.90,1.19,-51.34,Near
1.90,1.19,-51.32,Near
1.90,1.21,-51.47,Near
1.90,1.20,-51.37,Near
1.90,1.19,-51.32,Near
1.90,1.19,-51.34,Near
1.90,1.20,-51.41,Near
1.90,1.19,-51.35,Near
1.90,1.18,-51.26,Near
1.90,1.19,-51.29,Near
1.90,1.20,-51.36,Near
1.90,1.19,-51.30,Near
1.90,1.19,-51.33,Near
1.90,1.20,-51.36,Near
1.90,1.20,-51.38,Near
1.90,1.19,-51.33,Near
1.90,1.19,-51.35,Near
1.90,1.20,-51.38,Near
1.90,1.21,-51.45,Near
1.90,1.20,-51.39,Near
1.90,1.20,-51.41,Near
1.90,1.20,-51.44,Near
1.90,1.19,-51.34,Near
1.90,1.18,-51.24,Near
1.90,1.18,-51.23,Near
1.90,1.19,-51.31,Near
1.90,1.18,-51.25,Near
1.90,1.19,-51.28,Near
1.90,1.19,-51.31,Near
1.90,1.20,-51.38,Near
1.90,1.19,-51.32,Near
1.90,1.19,-51.35,Near
1.90,1.20,-51.42,Near
1.90,1.21,-51.48,Near
1.90,1.20,-51.42,Near
1.90,1.20,-51.44,Near
1.90,1.21,-51.47,Near
1.90,1.20,-51.37,Near
1.90,1.19,-51.31,Near
1.90,1.19,-51.34,Near
1.90,1.20,-51.41,Near
1.90,1.19,-51.31,Near
1.90,1.19,-51.30,Near
1.90,1.19,-51.33,Near
1.90,1.20,-51.39,Near
1.90,1.19,-51.30,Near
1.90,1.19,-51.33,Near
1.90,1.20,-51.39,Near
1.90,1.21,-51.50,Near
1.90,1.20,-51.44,Near
1.90,1.21,-51.46,Near
1.90,1.21,-51.48,Near
1.90,1.20,-51.38,Near
1.90,1.19,-51.29,Near
1.90,1.19,-51.32,Near
1.90,1.18,-51.22,Near
1.90,1.18,-51.25,Near
1.90,1.18,-51.24,Near
2.00,1.82,-55.99,Near
2.00,1.83,-56.07,Near
2.00,1.85,-56.15,Near
2.00,1.86,-56.22,Near
2.00,1.86,-56.21,Near
2.00,1.87,-56.28,Near
2.00,1.89,-56.39,Near
2.00,1.90,-56.46,Near
2.00,1.87,-56.28,Near
2.00,1.89,-56.39,Near
2.00,1.90,-56.49,Near
2.00,1.92,-56.59,Near
2.00,1.89,-56.41,Near
2.00,1.90,-56.47,Near
2.00,1.92,-56.61,Near
2.00,1.89,-56.43,Near
2.00,1.91,-56.53,Near
2.00,1.93,-56.63,Near
2.00,1.90,-56.45,Near
2.00,1.91,-56.51,Near
2.00,1.92,-56.61,Near
2.00,1.94,-56.70,Near
2.00,1.91,-56.51,Near
2.00,1.92,-56.57,Near
2.00,1.93,-56.67,Near
2.00,1.90,-56.48,Near
2.00,1.91,-56.54,Near
2.00,1.93,-56.64,Near
2.00,1.90,-56.46,Near
2.00,1.87,-56.28,Near
2.00,1.88,-56.35,Near
2.00,1.90,-56.45,Near
2.00,1.87,-56.28,Near
2.00,1.84,-56.11,Near
2.00,1.86,-56.22,Near
2.00,1.88,-56.33,Near
2.00,1.84,-56.12,Near
2.00,1.85,-56.19,Near
2.00,1.87,-56.27,Near
2.00,1.84,-56.10,Near
2.00,1.84,-56.13,Near
2.00,1.86,-56.25,Near
2.00,1.87,-56.32,Near
2.00,1.89,-56.42,Near
2.00,1.86,-56.25,Near
2.00,1.87,-56.28,Near
2.00,1.87,-56.31,Near
2.00,1.84,-56.13,Near
2.00,1.86,-56.21,Near
2.00,1.87,-56.28,Near
2.00,1.89,-56.39,Near
2.00,1.86,-56.21,Near
2.00,1.87,-56.28,Near
2.00,1.83,-56.07,Near
2.00,1.81,-55.91,Near
2.00,1.82,-55.99,Near
2.00,1.83,-56.07,Near
2.00,1.80,-55.87,Near
2.00,1.78,-55.72,Near
2.00,1.78,-55.77,Near
2.00,1.80,-55.90,Near
2.00,1.77,-55.70,Near
2.00,1.79,-55.79,Near
2.00,1.79,-55.84,Near
2.00,1.82,-55.97,Near
2.00,1.79,-55.81,Near
2.00,1.80,-55.90,Near
2.00,1.83,-56.06,Near
2.00,1.80,-55.90,Near
2.00,1.81,-55.94,Near
2.00,1.84,-56.10,Near
2.00,1.80,-55.90,Near
2.00,1.81,-55.94,Near
2.00,1.83,-56.03,Near
2.00,1.79,-55.83,Near
2.00,1.81,-55.91,Near
2.00,1.83,-56.04,Near
2.00,1.79,-55.84,Near
2.00,1.81,-55.92,Near
2.00,1.83,-56.04,Near
2.00,1.79,-55.84,Near
2.00,1.81,-55.93,Near
2.00,1.83,-56.05,Near
2.00,1.80,-55.89,Near
2.00,1.82,-55.97,Near
2.00,1.82,-56.02,Near
2.00,1.84,-56.13,Near
2.00,1.81,-55.93,Near
2.00,1.82,-55.97,Near
2.00,1.84,-56.09,Near
2.00,1.86,-56.21,Near
2.00,1.83,-56.04,Near
2.00,1.84,-56.12,Near
2.00,1.81,-55.95,Near
2.00,1.78,-55.76,Near
2.00,1.80,-55.85,Near
2.00,1.82,-55.97,Near
2.00,1.79,-55.81,Near
2.00,1.80,-55.90,Near
2.00,1.82,-56.02,Near
2.10,2.14,-57.79,Near
2.10,2.13,-57.75,Near
2.10,2.13,-57.72,Near
2.10,2.12,-57.70,Near
2.10,2.11,-57.63,Near
2.10,2.11,-57.64,Near
2.10,2.12,-57.70,Near
2.10,2.12,-57.67,Near
2.10,2.11,-57.64,Near
2.10,2.12,-57.70,Near
2.10,2.14,-57.79,Near
2.10,2.14,-57.76,Near
2.10,2.14,-57.77,Near
2.10,2.15,-57.82,Near
2.10,2.14,-57.78,Near
2.10,2.13,-57.75,Near
2.10,2.13,-57.72,Near
2.10,2.15,-57.81,Near
2.10,2.14,-57.78,Near
2.10,2.13,-57.75,Near
2.10,2.13,-57.72,Near
2.10,2.13,-57.73,Near
2.10,2.12,-57.66,Near
2.10,2.11,-57.64,Near
2.10,2.12,-57.69,Near
2.10,2.12,-57.66,Near
2.10,2.11,-57.64,Near
2.10,2.11,-57.61,Near
2.10,2.10,-57.59,Near
2.10,2.10,-57.60,Near
2.10,2.10,-57.58,Near
2.10,2.10,-57.60,Near
2.10,2.11,-57.61,Near
2.10,2.12,-57.67,Near
2.10,2.11,-57.64,Near
2.10,2.13,-57.73,Near
2.10,2.14,-57.79,Near
2.10,2.13,-57.75,Near
2.10,2.13,-57.72,Near
2.10,2.15,-57.81,Near
2.10,2.13,-57.74,Near
2.10,2.13,-57.71,Near
2.10,2.12,-57.68,Near
2.10,2.13,-57.74,Near
2.10,2.13,-57.71,Near
2.10,2.12,-57.68,Near
2.10,2.11,-57.65,Near
2.10,2.12,-57.67,Near
2.10,2.10,-57.60,Near
2.10,2.11,-57.62,Near
2.10,2.12,-57.67,Near
2.10,2.12,-57.68,Near
2.10,2.11,-57.62,Near
2.10,2.10,-57.59,Near
2.10,2.11,-57.65,Near
2.10,2.11,-57.62,Near
2.10,2.10,-57.60,Near
2.10,2.12,-57.69,Near
2.10,2.13,-57.71,Near
2.10,2.12,-57.68,Near
2.10,2.13,-57.73,Near
2.10,2.14,-57.78,Near
2.10,2.13,-57.75,Near
2.10,2.13,-57.72,Near
2.10,2.15,-57.81,Near
2.10,2.14,-57.78,Near
2.10,2.13,-57.75,Near
2.10,2.13,-57.72,Near
2.10,2.14,-57.77,Near
2.10,2.12,-57.70,Near
2.10,2.12,-57.67,Near
2.10,2.13,-57.72,Near
2.10,2.13,-57.73,Near
2.10,2.13,-57.71,Near
2.10,2.14,-57.76,Near
2.10,2.15,-57.81,Near
2.10,2.13,-57.73,Near
2.10,2.12,-57.70,Near
2.10,2.14,-57.76,Near
2.10,2.12,-57.69,Near
2.10,2.11,-57.62,Near
2.10,2.10,-57.59,Near
2.10,2.11,-57.65,Near
2.10,2.09,-57.54,Near
2.10,2.10,-57.56,Near
2.10,2.10,-57.58,Near
2.10,2.11,-57.64,Near
2.10,2.11,-57.61,Near
2.10,2.10,-57.59,Near
2.10,2.11,-57.64,Near
2.10,2.10,-57.58,Near
2.10,2.10,-57.55,Near
2.10,2.10,-57.57,Near
2.10,2.10,-57.55,Near
2.10,2.08,-57.49,Near
2.10,2.08,-57.47,Near
2.10,2.09,-57.53,Near
2.10,2.09,-57.51,Near
2.10,2.08,-57.45,Near
2.10,2.07,-57.43,Near
2.20,1.49,-53.82,Near
2.20,1.50,-53.83,Near
2.20,1.48,-53.72,Near
2.20,1.49,-53.81,Near
2.20,1.49,-53.82,Near
2.20,1.49,-53.82,Near
2.20,1.48,-53.71,Near
2.20,1.49,-53.76,Near
2.20,1.49,-53.81,Near
2.20,1.48,-53.70,Near
2.20,1.48,-53.75,Near
2.20,1.49,-53.76,Near
2.20,1.47,-53.65,Near
2.20,1.48,-53.74,Near
2.20,1.49,-53.79,Near
2.20,1.49,-53.80,Near
2.20,1.48,-53.69,Near
2.20,1.48,-53.74,Near
2.20,1.49,-53.79,Near
2.20,1.49,-53.80,Near
2.20,1.50,-53.85,Near
2.20,1.50,-53.86,Near
2.20,1.48,-53.74,Near
2.20,1.47,-53.63,Near
2.20,1.48,-53.69,Near
2.20,1.46,-53.54,Near
2.20,1.47,-53.64,Near
2.20,1.48,-53.69,Near
2.20,1.48,-53.74,Near
2.20,1.47,-53.63,Near
2.20,1.48,-53.73,Near
2.20,1.49,-53.78,Near
2.20,1.50,-53.83,Near
2.20,1.48,-53.72,Near
2.20,1.49,-53.81,Near
2.20,1.49,-53.81,Near
2.20,1.49,-53.82,Near
2.20,1.48,-53.71,Near
2.20,1.49,-53.80,Near
2.20,1.49,-53.81,Near
2.20,1.47,-53.66,Near
2.20,1.48,-53.71,Near
2.20,1.49,-53.80,Near
2.20,1.49,-53.81,Near
2.20,1.47,-53.66,Near
2.20,1.48,-53.75,Near
2.20,1.49,-53.76,Near
2.20,1.50,-53.85,Near
2.20,1.50,-53.86,Near
2.20,1.48,-53.74,Near
2.20,1.49,-53.79,Near
2.20,1.47,-53.64,Near
2.20,1.48,-53.74,Near
2.20,1.50,-53.83,Near
2.20,1.50,-53.83,Near
2.20,1.48,-53.68,Near
2.20,1.49,-53.77,Near
2.20,1.49,-53.78,Near
2.20,1.49,-53.79,Near
2.20,1.48,-53.68,Near
2.20,1.49,-53.77,Near
2.20,1.49,-53.78,Near
2.20,1.49,-53.79,Near
2.20,1.48,-53.68,Near
2.20,1.49,-53.77,Near
2.20,1.49,-53.82,Near
2.20,1.48,-53.71,Near
2.20,1.49,-53.76,Near
2.20,1.49,-53.77,Near
2.20,1.47,-53.66,Near
2.20,1.48,-53.75,Near
2.20,1.50,-53.84,Near
2.20,1.50,-53.85,Near
2.20,1.48,-53.69,Near
2.20,1.49,-53.79,Near
2.20,1.49,-53.79,Near
2.20,1.47,-53.64,Near
2.20,1.48,-53.74,Near
2.20,1.50,-53.83,Near
2.20,1.47,-53.67,Near
2.20,1.46,-53.53,Near
2.20,1.47,-53.63,Near
2.20,1.48,-53.68,Near
2.20,1.46,-53.57,Near
2.20,1.47,-53.67,Near
2.20,1.49,-53.76,Near
2.20,1.49,-53.81,Near
2.20,1.48,-53.74,Near
2.20,1.48,-53.75,Near
2.20,1.47,-53.64,Near
2.20,1.46,-53.54,Near
2.20,1.46,-53.59,Near
2.20,1.47,-53.65,Near
2.20,1.45,-53.50,Near
2.20,1.46,-53.60,Near
2.20,1.47,-53.62,Near
2.20,1.48,-53.72,Near
2.20,1.49,-53.77,Near
2.20,1.50,-53.86,Near
2.20,1.48,-53.74,Near
2.30,3.00,-61.50,Far
2.30,2.96,-61.36,Far
2.30,2.94,-61.30,Far
2.30,2.91,-61.17,Far
2.30,2.90,-61.13,Far
2.30,2.89,-61.08,Far
2.30,2.93,-61.24,Far
2.30,2.90,-61.15,Far
2.30,2.90,-61.14,Far
2.30,2.99,-61.46,Far
2.30,3.06,-61.72,Far
2.30,3.03,-61.61,Far
2.30,3.01,-61.54,Far
2.30,3.10,-61.88,Far
2.30,3.07,-61.77,Far
2.30,3.05,-61.70,Far
2.30,3.02,-61.59,Far
2.30,3.01,-61.53,Far
2.30,3.05,-61.70,Far
2.30,3.10,-61.88,Far
2.30,3.06,-61.72,Far
2.30,3.04,-61.65,Far
2.30,3.10,-61.87,Far
2.30,3.07,-61.75,Far
2.30,3.04,-61.64,Far
2.30,3.03,-61.62,Far
2.30,3.10,-61.87,Far
2.30,3.07,-61.76,Far
2.30,3.05,-61.69,Far
2.30,3.03,-61.62,Far
2.30,3.02,-61.59,Far
2.30,3.12,-61.93,Far
2.30,3.09,-61.85,Far
2.30,3.09,-61.82,Far
2.30,3.07,-61.75,Far
2.30,3.05,-61.68,Far
2.30,3.12,-61.93,Far
2.30,3.08,-61.81,Far
2.30,3.06,-61.74,Far
2.30,3.04,-61.67,Far
2.30,3.14,-62.00,Far
2.30,3.11,-61.92,Far
2.30,3.11,-61.89,Far
2.30,3.15,-62.05,Far
2.30,3.20,-62.21,Far
2.30,3.17,-62.12,Far
2.30,3.23,-62.31,Far
2.30,3.28,-62.50,Far
2.30,3.24,-62.36,Far
2.30,3.21,-62.27,Far
2.30,3.27,-62.46,Far
2.30,3.24,-62.36,Far
2.30,3.20,-62.22,Far
2.30,3.17,-62.10,Far
2.30,3.22,-62.29,Far
2.30,3.19,-62.20,Far
2.30,3.18,-62.15,Far
2.30,3.17,-62.11,Far
2.30,3.22,-62.30,Far
2.30,3.17,-62.13,Far
2.30,3.25,-62.40,Far
2.30,3.35,-62.71,Far
2.30,3.31,-62.60,Far
2.30,3.28,-62.50,Far
2.30,3.34,-62.68,Far
2.30,3.30,-62.57,Far
2.30,3.36,-62.75,Far
2.30,3.32,-62.64,Far
2.30,3.29,-62.53,Far
2.30,3.25,-62.39,Far
2.30,3.23,-62.33,Far
2.30,3.21,-62.24,Far
2.30,3.27,-62.47,Far
2.30,3.24,-62.37,Far
2.30,3.22,-62.28,Far
2.30,3.28,-62.51,Far
2.30,3.35,-62.73,Far
2.30,3.32,-62.62,Far
2.30,3.28,-62.51,Far
2.30,3.34,-62.69,Far
2.30,3.31,-62.58,Far
2.30,3.29,-62.52,Far
2.30,3.26,-62.42,Far
2.30,3.30,-62.56,Far
2.30,3.27,-62.46,Far
2.30,3.24,-62.36,Far
2.30,3.30,-62.55,Far
2.30,3.35,-62.73,Far
2.30,3.32,-62.62,Far
2.30,3.30,-62.55,Far
2.30,3.35,-62.73,Far
2.30,3.32,-62.62,Far
2.30,3.29,-62.52,Far
2.30,3.26,-62.42,Far
2.30,3.32,-62.64,Far
2.30,3.29,-62.53,Far
2.30,3.27,-62.47,Far
2.30,3.24,-62.37,Far
2.30,3.31,-62.60,Far
2.30,3.28,-62.49,Far
2.40,2.55,-59.73,Far
2.40,2.57,-59.82,Far
2.40,2.52,-59.58,Far
2.40,2.55,-59.72,Far
2.40,2.57,-59.81,Far
2.40,2.52,-59.58,Far
2.40,2.56,-59.76,Far
2.40,2.60,-59.93,Far
2.40,2.62,-60.01,Far
2.40,2.55,-59.73,Far
2.40,2.58,-59.86,Far
2.40,2.60,-59.95,Far
2.40,2.55,-59.71,Far
2.40,2.58,-59.84,Far
2.40,2.60,-59.93,Far
2.40,2.55,-59.73,Far
2.40,2.51,-59.54,Far
2.40,2.53,-59.64,Far
2.40,2.57,-59.81,Far
2.40,2.61,-59.98,Far
2.40,2.63,-60.06,Far
2.40,2.57,-59.82,Far
2.40,2.61,-59.99,Far
2.40,2.63,-60.07,Far
2.40,2.65,-60.14,Far
2.40,2.59,-59.90,Far
2.40,2.62,-60.02,Far
2.40,2.56,-59.78,Far
2.40,2.52,-59.59,Far
2.40,2.56,-59.77,Far
2.40,2.58,-59.86,Far
2.40,2.54,-59.66,Far
2.40,2.57,-59.79,Far
2.40,2.60,-59.92,Far
2.40,2.62,-60.01,Far
2.40,2.56,-59.77,Far
2.40,2.60,-59.94,Far
2.40,2.62,-60.02,Far
2.40,2.64,-60.10,Far
2.40,2.58,-59.85,Far
2.40,2.62,-60.02,Far
2.40,2.57,-59.82,Far
2.40,2.52,-59.59,Far
2.40,2.56,-59.76,Far
2.40,2.58,-59.85,Far
2.40,2.53,-59.62,Far
2.40,2.55,-59.71,Far
2.40,2.58,-59.84,Far
2.40,2.92,-61.21,Far
2.40,1.71,-55.31,Near
2.40,2.36,-58.84,Far
2.40,2.58,-59.84,Far
2.40,2.70,-60.36,Far
2.40,2.46,-59.31,Far
2.40,2.60,-59.92,Far
2.40,2.67,-60.22,Far
2.40,2.72,-60.44,Far
2.40,2.57,-59.82,Far
2.40,2.65,-60.15,Far
2.40,2.70,-60.33,Far
2.40,2.58,-59.86,Far
2.40,2.65,-60.12,Far
2.40,2.72,-60.42,Far
2.40,2.75,-60.53,Far
2.40,2.64,-60.08,Far
2.40,2.68,-60.27,Far
2.40,2.71,-60.38,Far
2.40,2.61,-59.99,Far
2.40,2.66,-60.17,Far
2.40,2.68,-60.27,Far
2.40,2.71,-60.37,Far
2.40,2.64,-60.08,Far
2.40,2.67,-60.23,Far
2.40,2.70,-60.33,Far
2.40,2.60,-59.95,Far
2.40,2.64,-60.10,Far
2.40,2.66,-60.20,Far
2.40,2.59,-59.90,Far
2.40,2.60,-59.95,Far
2.40,2.55,-59.72,Far
2.40,3.51,-63.24,Far
2.40,3.33,-62.67,Far
2.40,2.60,-59.93,Far
2.40,2.29,-58.51,Far
2.40,2.52,-59.58,Far
2.40,2.61,-59.98,Far
2.40,2.42,-59.12,Far
2.40,2.53,-59.61,Far
2.40,2.64,-60.11,Far
2.40,2.69,-60.30,Far
2.40,2.55,-59.71,Far
2.40,2.62,-60.00,Far
2.40,2.65,-60.16,Far
2.40,2.69,-60.30,Far
2.40,2.60,-59.91,Far
2.40,2.66,-60.20,Far
2.40,2.55,-59.72,Far
2.40,2.59,-59.87,Far
2.40,2.50,-59.50,Far
2.40,2.55,-59.71,Far
2.50,3.01,-61.55,Far
2.50,3.06,-61.74,Far
2.50,3.13,-61.99,Far
2.50,3.03,-61.62,Far
2.50,3.11,-61.92,Far
2.50,3.20,-62.21,Far
2.50,3.09,-61.84,Far
2.50,2.99,-61.48,Far
2.50,3.05,-61.70,Far
2.50,3.14,-62.00,Far
2.50,3.04,-61.64,Far
2.50,2.94,-61.29,Far
2.50,2.99,-61.48,Far
2.50,3.07,-61.78,Far
2.50,2.98,-61.43,Far
2.50,3.02,-61.57,Far
2.50,3.07,-61.75,Far
2.50,3.15,-62.04,Far
2.50,3.19,-62.20,Far
2.50,3.27,-62.47,Far
2.50,3.15,-62.05,Far
2.50,3.20,-62.21,Far
2.50,3.08,-61.80,Far
2.50,3.13,-61.97,Far
2.50,3.21,-62.25,Far
2.50,3.10,-61.88,Far
2.50,3.15,-62.05,Far
2.50,3.22,-62.28,Far
2.50,3.30,-62.55,Far
2.50,3.35,-62.73,Far
2.50,3.42,-62.94,Far
2.50,3.29,-62.54,Far
2.50,3.18,-62.16,Far
2.50,3.23,-62.32,Far
2.50,3.29,-62.54,Far
2.50,3.18,-62.16,Far
2.50,3.21,-62.27,Far
2.50,3.29,-62.54,Far
2.50,3.18,-62.16,Far
2.50,3.22,-62.28,Far
2.50,3.26,-62.42,Far
2.50,3.34,-62.69,Far
2.50,3.22,-62.30,Far
2.50,3.27,-62.45,Far
2.50,3.16,-62.07,Far
2.50,3.19,-62.19,Far
2.50,3.27,-62.46,Far
2.50,3.16,-62.08,Far
2.50,3.21,-62.24,Far
2.50,3.25,-62.39,Far
2.50,3.33,-62.65,Far
2.50,3.21,-62.27,Far
2.50,3.26,-62.42,Far
2.50,3.34,-62.68,Far
2.50,3.40,-62.89,Far
2.50,3.27,-62.46,Far
2.50,3.30,-62.56,Far
2.50,3.38,-62.82,Far
2.50,3.26,-62.42,Far
2.50,3.15,-62.05,Far
2.50,3.19,-62.20,Far
2.50,3.28,-62.48,Far
2.50,3.17,-62.10,Far
2.50,3.21,-62.25,Far
2.50,3.24,-62.36,Far
2.50,3.32,-62.63,Far
2.50,3.19,-62.20,Far
2.50,3.22,-62.28,Far
2.50,3.29,-62.54,Far
2.50,3.18,-62.16,Far
2.50,3.19,-62.20,Far
2.50,3.28,-62.51,Far
2.50,3.17,-62.13,Far
2.50,3.06,-61.72,Far
2.50,3.09,-61.85,Far
2.50,3.19,-62.18,Far
2.50,3.08,-61.81,Far
2.50,3.11,-61.90,Far
2.50,3.13,-61.98,Far
2.50,3.21,-62.26,Far
2.50,3.22,-62.29,Far
2.50,3.32,-62.64,Far
2.50,3.42,-62.94,Far
2.50,3.29,-62.54,Far
2.50,3.31,-62.60,Far
2.50,3.39,-62.85,Far
2.50,3.26,-62.42,Far
2.50,3.14,-62.00,Far
2.50,3.17,-62.12,Far
2.50,3.26,-62.44,Far
2.50,3.15,-62.06,Far
2.50,3.19,-62.18,Far
2.50,3.27,-62.45,Far
2.50,3.16,-62.07,Far
2.50,3.19,-62.19,Far
2.50,3.26,-62.42,Far
2.50,3.14,-62.01,Far
2.50,3.04,-61.65,Far
2.50,3.07,-61.78,Far
2.50,3.16,-62.07,Far
2.60,4.28,-65.43,Far
2.60,4.14,-65.07,Far
2.60,3.95,-64.55,Far
2.60,4.17,-65.13,Far
2.60,4.05,-64.83,Far
2.60,3.95,-64.55,Far
2.60,4.17,-65.13,Far
2.60,4.04,-64.80,Far
2.60,3.87,-64.33,Far
2.60,3.74,-63.95,Far
2.60,3.68,-63.75,Far
2.60,3.55,-63.36,Far
2.60,7.81,-72.07,Far
2.60,8.83,-73.42,Far
2.60,6.02,-69.19,Far
2.60,4.51,-66.01,Far
2.60,5.29,-67.76,Far
2.60,4.71,-66.49,Far
2.60,4.11,-64.99,Far
2.60,3.89,-64.37,Far
2.60,4.34,-65.57,Far
2.60,2.79,-60.72,Far
2.60,2.49,-59.47,Far
2.60,2.39,-59.01,Far
2.60,3.39,-62.86,Far
2.60,3.22,-62.30,Far
2.60,2.98,-61.43,Far
2.60,3.55,-63.36,Far
2.60,3.42,-62.94,Far
2.60,3.31,-62.61,Far
2.60,3.15,-62.03,Far
2.60,3.09,-61.84,Far
2.60,3.00,-61.50,Far
2.60,2.90,-61.13,Far
2.60,2.82,-60.81,Far
2.60,7.68,-71.88,Far
2.60,9.12,-73.77,Far
2.60,2.74,-60.52,Far
2.60,2.37,-58.90,Far
2.60,3.65,-63.67,Far
2.60,3.37,-62.78,Far
2.60,3.09,-61.85,Far
2.60,3.01,-61.55,Far
2.60,2.84,-60.90,Far
2.60,3.30,-62.55,Far
2.60,3.21,-62.26,Far
2.60,3.03,-61.62,Far
2.60,2.96,-61.37,Far
2.60,3.30,-62.57,Far
2.60,3.17,-62.11,Far
2.60,3.12,-61.95,Far
2.60,3.06,-61.73,Far
2.60,3.03,-61.61,Far
2.60,3.02,-61.57,Far
2.60,2.94,-61.28,Far
2.60,3.17,-62.12,Far
2.60,3.13,-61.99,Far
2.60,3.06,-61.71,Far
2.60,2.98,-61.44,Far
2.60,7.70,-71.91,Far
2.60,4.69,-66.44,Far
2.60,3.58,-63.46,Far
2.60,4.51,-66.00,Far
2.60,4.05,-64.83,Far
2.60,3.61,-63.54,Far
2.60,4.18,-65.17,Far
2.60,3.94,-64.52,Far
2.60,3.65,-63.67,Far
2.60,3.43,-62.98,Far
2.60,3.80,-64.12,Far
2.60,3.59,-63.50,Far
2.60,3.88,-64.36,Far
2.60,2.58,-59.86,Far
2.60,2.20,-58.09,Far
2.60,3.57,-63.42,Far
2.60,4.59,-66.21,Far
2.60,4.12,-65.00,Far
2.60,3.60,-63.52,Far
2.60,4.12,-65.01,Far
2.60,3.89,-64.38,Far
2.60,3.72,-63.88,Far
2.60,3.46,-63.07,Far
2.60,3.83,-64.20,Far
2.60,3.70,-63.83,Far
2.60,3.49,-63.19,Far
2.60,3.32,-62.63,Far
2.60,8.43,-72.91,Far
2.60,4.72,-66.52,Far
2.60,3.50,-63.20,Far
2.60,4.52,-66.04,Far
2.60,5.30,-67.79,Far
2.60,4.65,-66.35,Far
2.60,2.05,-57.31,Near
2.60,4.11,-64.98,Far
2.60,5.32,-67.82,Far
2.60,4.39,-65.70,Far
2.60,3.76,-64.00,Far
2.60,4.36,-65.64,Far
2.60,4.01,-64.70,Far
2.60,3.63,-63.60,Far
2.70,2.88,-61.07,Far
2.70,3.54,-63.33,Far
2.70,3.25,-62.38,Far
2.70,3.00,-61.52,Far
2.70,2.99,-61.47,Far
2.70,3.41,-62.92,Far
2.70,3.21,-62.27,Far
2.70,3.19,-62.17,Far
2.70,3.59,-63.48,Far
2.70,3.40,-62.89,Far
2.70,3.75,-63.96,Far
2.70,3.56,-63.39,Far
2.70,3.51,-63.24,Far
2.70,3.80,-64.12,Far
2.70,1.80,-55.88,Near
2.70,2.32,-58.69,Far
2.70,4.04,-64.78,Far
2.70,3.26,-62.43,Far
